,teaching_unit,date_for_find_type_of_courses_of_study,title,indirizzo,school_id
259,2237571,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29765
260,2662299,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29766
261,2662299,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29766
262,2237575,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo delle scienze umane,29767
263,13739,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico,29768
264,2237569,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico opzione scienze applicate,29769
265,2237232,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29773
266,2237232,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29773
267,2237232,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29773
268,2237232,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29773
269,2661834,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29774
270,2661834,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29774
271,2237230,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29775
272,2237230,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio"" opzione ""tecnologie del legno nelle costruzioni""",29775
273,2237230,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29775
274,2661833,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""informatica e telecomunicazioni"" articolazione ""informatica""",29776
275,2237236,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo delle scienze umane,29777
276,2237234,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29778
277,13143,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico,29779
278,2237228,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico opzione scienze applicate,29780
279,2238687,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29792
280,2238687,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29792
281,2238687,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29792
282,2238687,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29792
283,2238685,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29793
284,2238685,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29793
285,2238685,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29793
286,2918114,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29794
287,2238689,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29795
288,2238689,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29795
289,2238689,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""informatica e telecomunicazioni"" articolazione ""informatica""",29795
290,2238689,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""informatica e telecomunicazioni"" articolazione ""telecomunicazioni""",29795
291,2674709,2022-11-10,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""informatica e telecomunicazioni"" articolazione ""informatica""",29796
292,2238679,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo delle scienze umane,29797
293,2238683,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di liceo delle scienze umane opzione ""economico sociale""",29798
294,2807460,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29799
295,15066,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico,29800
296,2776800,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29862
297,2776800,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29862
298,2776800,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29862
299,2776800,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29862
300,2776800,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""accoglienza turistica""",29862
301,2776800,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""enogastronomia""",29862
302,2776800,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""servizi di sala e di vendita""",29862
303,3030378,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29863
304,3030378,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29863
305,9997357,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della panificazione e di pasticceria,92004
306,2776782,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29859
307,2776782,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29859
308,2776782,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29859
309,2776782,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29859
310,2776782,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""accoglienza turistica""",29859
311,2776782,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""enogastronomia""",29859
312,2776782,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""servizi di sala e di vendita""",29859
313,7502139,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,76225
314,7502139,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,76225
315,2237869,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29531
316,2237869,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29531
317,2237869,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29531
318,2237869,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29531
319,2237871,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29532
320,2237871,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29532
321,4255977,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico opzione scienze applicate,29534
322,2237645,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29848
323,2237645,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29848
324,2237645,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29848
325,2662397,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29849
326,2662397,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29849
327,2237647,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29850
328,2237647,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio"" opzione ""tecnologie del legno nelle costruzioni""",29850
329,2237647,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29850
330,2237647,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""elettronica ed elettrotecnica"" articolazione ""automazione""",29850
331,2237647,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""elettronica ed elettrotecnica"" articolazione ""elettronica""",29850
332,2237647,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""elettronica ed elettrotecnica"" articolazione ""elettrotecnica""",29850
333,2662398,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29851
334,2662398,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""elettronica ed elettrotecnica"" articolazione ""automazione""",29851
335,2776551,2022-11-12,QUALIFICA PROFESSIONALE,Operatore del legno,29865
336,2776551,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico del legno,29865
337,3030055,2022-11-12,QUALIFICA PROFESSIONALE,Operatore del legno,29866
338,2776549,2022-11-12,QUALIFICA PROFESSIONALE,Acconciatore,29867
339,2776549,2022-11-12,QUALIFICA PROFESSIONALE,Estetista,29867
340,2776549,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei trattamenti estetici,29867
341,2776549,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dell'acconciatura,29867
342,2776549,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi commerciali""",29867
343,3030050,2022-11-12,QUALIFICA PROFESSIONALE,Acconciatore,29868
344,3030050,2022-11-12,QUALIFICA PROFESSIONALE,Estetista,29868
345,3030050,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei trattamenti estetici,29868
346,2239096,2022-11-11,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi socio-sanitari""",29811
347,2664481,2022-11-11,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi socio-sanitari""",29812
348,2239094,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29813
349,2664480,2022-11-11,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29814
350,15754,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo classico,29870
351,2239259,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo delle scienze umane,29871
352,2239261,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29872
353,3730753,2022-11-11,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo musicale e coreutico sezione musicale,29873
354,2239255,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico,29874
355,2239257,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico opzione scienze applicate,29875
356,2767552,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29899
357,2767552,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29899
358,2237256,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""agraria, agroalimentare e agroindustria"" articolazione ""gestione dell'ambiente e del territorio""",29410
359,2237256,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""agraria, agroalimentare e agroindustria"" articolazione ""produzioni e trasformazioni""",29410
360,2237256,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""agraria, agroalimentare e agroindustria"" articolazione ""viticoltura ed enologia""",29410
361,2774104,2022-11-12,QUALIFICA PROFESSIONALE,Operatore agricolo delle lavorazioni zootecniche,29411
362,2774104,2022-11-12,QUALIFICA PROFESSIONALE,Operatore agricolo delle produzioni vegetali,29411
363,2774104,2022-11-12,QUALIFICA PROFESSIONALE,Operatore agricolo in ortoflorovivaismo e verde,29411
364,2774104,2022-11-12,QUALIFICA PROFESSIONALE,Operatore della trasformazione agroalimentare della lavorazione carni,29411
365,2774104,2022-11-12,QUALIFICA PROFESSIONALE,Operatore della trasformazione agroalimentare lattiero casearia,29411
366,2774104,2022-11-12,QUALIFICA PROFESSIONALE,Operatore della trasformazione agroalimentare vegetale,29411
367,2774104,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della lavorazione e produzione di prodotti a base di carne,29411
368,2774104,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della lavorazione e produzione di prodotti a base di vegetali,29411
369,2774104,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della lavorazione e produzione lattiero e caseario,29411
370,2774104,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico imprenditore agricolo - indirizzo lavorazioni zootecniche,29411
371,2774104,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico imprenditore agricolo - indirizzo ortoflorovivaismo e verde,29411
372,2774104,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico imprenditore agricolo - indirizzo produzioni vegetali,29411
373,2774104,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'agricoltura e lo sviluppo rurale""",29411
374,2776595,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29256
375,2776595,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29256
376,2776595,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29256
377,2776595,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29256
378,2776362,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di carpenteria metallica,29251
379,2776362,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di impianti termoidraulici,29251
380,2776362,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettrico,29251
381,2776362,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29251
382,2776362,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della programmazione e gestione di impianti di produzione,29251
383,2776362,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di impianti di refrigerazione e condizionamento,29251
384,2776362,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di impianti termici,29251
